MOW,AER,2725,9653
LED,MOW,2600,8919
AER,MOW,9274,8786
MOW,LED,2391,8448
ROV,MOW,3699,7871
KRR,MOW,4483,7622
MOW,AYT,8435,5966
SIP,MOW,6932,5872
SVX,MOW,3519,5839
MOW,ROV,3120,5779
MOW,KRR,2789,5753
MOW,KUF,3300,5329
KGD,MOW,4924,5233
MOW,LCA,6962,5027
MOW,KZN,3487,4684
MOW,SIP,3008,4636
MOW,KGD,3630,4579
MOW,SVX,3298,4516
KUF,MOW,3146,4449
MOW,EVN,5918,4377
LED,SVX,5583,4340
KGD,LED,4984,4141
TJM,MOW,3967,4117
LED,KGD,3466,4028
EVN,MOW,11676,4017
KZN,MOW,3642,3839
MCX,MOW,4596,3837
IST,MOW,16510,3833
KUF,LED,4521,3675
MOW,UFA,3982,3617
MRV,MOW,4338,3430
MOW,FRU,14759,3415
SIP,LED,9316,3402
OVB,SVX,5844,3285
SIP,ROV,9629,3193
SVX,OVB,6189,3187
PRG,MOW,11263,3183
KZN,LED,4741,3164
BER,MOW,8969,3147
MOW,PRG,7146,3143
SIP,AER,7598,3125
AYT,MOW,31914,3102
MOW,TBS,6112,3083
MOW,IST,6890,3067
OVB,MOW,6609,3062
SIP,KRR,10256,3038
UFA,MOW,3894,3031
SIP,TJM,13227,3015
MOW,MRV,2970,3012
TBS,MOW,17537,3007
MOW,BCN,8831,2955
KJA,MOW,6718,2926
MOW,MCX,2960,2844
MOW,DXB,15158,2811
EVN,KRR,12944,2777
AYT,IST,5339,2755
AER,ROV,10464,2749
MOW,IKT,7876,2747
MOW,KJA,7661,2708
LCA,MOW,20690,2691
MOW,TIV,7943,2643
MOW,OVB,6377,2633
LED,TBS,5254,2628
AAQ,MOW,4224,2620
MOW,DYU,18435,2588
SVX,LED,4684,2586
LED,SIP,4509,2530
KRR,ROV,6548,2517
MOW,MIL,5341,2502
IKT,MOW,7849,2425
MSQ,MOW,5438,2418
FRU,MOW,27165,2411
BUD,MOW,14474,2359
TIV,MOW,41848,2357
GOJ,MOW,2799,2355
MOW,CEK,4965,2347
AER,SIP,9041,2318
ROV,LED,5859,2313
UFA,KUF,6090,2284
LON,MOW,10895,2260
CEK,MOW,4982,2259
SVX,AER,4875,2239
MOW,KIV,5475,2237
KRR,SIP,7586,2237
ROV,SVX,6714,2203
EVN,ROV,10993,2185
MOW,TJM,4043,2178
VOG,MOW,5018,2159
MOW,BER,6225,2146
KUF,UFA,6021,2134
SGC,MOW,5522,2125
TBS,LED,10173,2111
MOW,AAQ,3285,2091
MOW,SGC,6673,2089
LON,LED,9837,2053
MOW,VOG,4616,2020
MOW,BUD,6425,2014
KIV,MOW,6563,2010
AER,SVX,10703,2005
MOW,MSQ,4273,1992
BCN,MOW,16409,1972
MOW,OMS,5600,1970
MOW,TAS,16193,1967
KLF,MOW,3276,1957
OMS,MOW,5993,1936
AER,LED,11506,1926
DXB,MOW,19554,1924
MOW,LBD,13764,1899
KLF,LED,3390,1859
KRR,LED,5982,1850
OSS,MOW,15492,1847
MOW,OSS,13100,1827
MOW,PEE,4299,1817
OGZ,MOW,8015,1764
ASF,MOW,6817,1639
LED,AYT,8912,1629
MOW,GOJ,2792,1605
LED,ROV,4030,1604
PEE,MOW,4391,1600
SVX,ROV,5177,1588
LED,AER,4579,1567
MRV,KZN,5535,1541
MOW,OGZ,3481,1517
STW,MOW,6176,1516
LED,KUF,4587,1508
MOW,KLF,5046,1502
MOW,ASF,4409,1501
ROV,TBS,8713,1487
ROV,KRR,6995,1486
KEJ,MOW,8781,1485
MOW,MMK,4820,1434
NBC,MOW,2562,1428
BUS,MOW,13625,1416
BEG,MOW,16592,1392
MOW,BAK,15312,1390
AER,EVN,12937,1388
MOW,NBC,2881,1385
LED,KLF,3097,1380
MOW,TLV,14980,1379
MOW,BTS,12781,1375
LED,LCA,9452,1370
ROV,EVN,7319,1358
MIL,SOF,9889,1354
MOW,STW,4918,1353
MRV,LED,5940,1350
AER,MRV,11274,1348
MOW,VVO,17641,1332
AER,KRR,9680,1332
MOW,NUX,5704,1324
KRR,SVX,7330,1314
TAS,MOW,13821,1311
VVO,MOW,17335,1304
MOW,ROM,6995,1303
BAK,MOW,20062,1300
MOW,KEJ,9948,1290
BCN,MIL,5956,1234
LCA,TLV,17824,1220
NUX,MOW,4834,1214
BER,LON,8662,1211
MOW,TOF,7857,1205
BCN,LON,5905,1195
KZN,AYT,10559,1185
AER,KZN,12966,1171
MCX,LED,5668,1155
MOW,BRU,8575,1135
SOF,LCA,8827,1130
TJM,KUF,5461,1126
SVX,AYT,9848,1114
MMK,MOW,4723,1112
IST,AYT,3893,1107
MIL,MOW,10891,1101
MOW,VAR,9013,1085
TOF,OVB,7472,1078
FRU,SVX,11084,1076
BAX,MOW,9609,1055
MOW,REN,4477,1046
OSS,SVX,14687,1046
KJA,OVB,5934,1042
KHV,MOW,17495,1040
VOZ,MOW,3426,1035
LON,MIL,7040,1033
KZN,AER,5377,1032
STW,ROV,7505,1016
TOF,MOW,9688,1012
UFA,AYT,9301,1006
LED,CEK,6143,1001
MOW,SKG,7279,995
LED,KRR,4119,991
CGN,BER,7954,989
MIL,LON,6824,980
EGO,MOW,4245,974
MOW,VOZ,3200,962
MOW,BAX,9780,958
VAR,LCA,24202,949
MOW,BUS,5996,945
FRU,OSS,3024,942
MOW,CGN,11284,933
CEK,LED,6117,929
ROM,MOW,15438,926
LCA,LED,17679,913
KUF,AYT,9628,909
AER,KUF,11868,906
LED,BER,6095,902
KRR,EVN,8621,890
MOW,PSA,8698,878
ROV,STW,7224,872
LED,MCX,4556,868
MOW,RTW,3808,867
KJA,LED,8797,862
KUF,AER,4706,850
MOW,EGO,4073,845
KUF,SVX,4978,845
MOW,NJC,7192,844
MOW,HKT,43401,840
REN,MOW,4516,840
PSA,MOW,15687,839
PEZ,MOW,4839,838
RTW,MOW,3835,835
HKT,MOW,12132,835
GDZ,MOW,9968,835
SVX,KRR,5260,833
LED,MRV,4193,817
OVB,TOF,6564,816
SVX,KUF,3960,814
BTS,MOW,30816,814
OVB,FRU,7072,814
KRR,UFA,6629,813
MCX,SGC,13229,811
MOW,HER,6926,804
OVB,KRR,8170,802
LED,TJM,5870,798
TJM,LED,4934,796
LED,PRG,8951,794
MOW,KHV,18613,792
LED,EVN,5623,790
LED,KZN,4642,786
BCN,PAR,6697,775
SVX,MRV,4723,773
ATH,MOW,17646,772
MOW,CSY,2328,771
MOW,MQF,4688,770
NJC,MOW,5519,769
MOW,PAR,10636,767
OVB,KJA,5940,765
MOW,PEZ,4694,765
UFA,LED,5221,765
LED,LON,6795,761
EVN,LED,13722,757
OVB,OSS,12834,751
LED,MIL,6268,749
AYT,MCX,32937,747
MOW,DLM,12882,746
LED,KJA,9505,746
BRU,BTS,34503,741
YKS,MOW,15686,739
MRV,SVX,4810,737
MOW,SKD,16366,735
IST,BEG,15187,732
KRR,OVB,11706,729
HER,MOW,28603,727
BUD,LCA,14285,725
TBS,ROV,22568,724
LED,DYU,19293,709
MOW,YKS,16936,706
KZN,MRV,5525,702
PEE,LED,5368,697
MIL,LED,9190,693
MOW,RMI,7604,692
MIL,PAR,7306,690
SIP,SVX,10760,689
MQF,MOW,4457,685
LED,BUD,8842,684
LED,MMK,5388,683
LED,UFA,5695,682
OVB,LED,9186,679
ARH,LED,4088,679
AER,CEK,13866,666
SKG,MOW,16955,663
CSY,MOW,3862,663
DYU,MOW,16913,662
MCX,KRR,8520,661
LED,PEE,5688,655
SGC,MCX,7921,654
BRU,PRG,8490,650
TLV,MOW,12311,642
ATH,SOF,9540,642
SIP,KUF,10237,641
PEE,AER,5571,637
MOW,GDZ,5939,634
KZN,SIP,5820,634
BER,LED,8093,631
CGN,MOW,18978,629
SVX,DYU,16567,627
CEK,AER,7031,624
ROV,AER,4731,622
SOF,BER,12748,618
SCW,MOW,4717,617
PRG,LED,10329,612
MIL,CGN,11461,606
LED,TAS,19504,605
MOW,BKK,25984,605
LBD,MOW,13182,603
UUD,MOW,14572,602
OVB,TJM,7264,601
PRG,BER,10737,593
BRU,MOW,13673,589
OVB,LBD,15774,588
AYT,GOJ,14497,577
MOW,GRV,9087,575
KRR,KUF,6891,574
IKT,UUD,15145,572
LED,VOG,5050,572
MCX,AYT,21742,571
SVX,TBS,9008,571
KRR,KZN,5937,568
VVO,KHV,11595,564
GOJ,LED,4758,564
MOW,PFO,8506,563
IKT,VKO,26114,560
AYT,BEG,25114,559
UUD,IKT,17505,558
SKX,MOW,3727,557
SIP,KZN,11092,557
KZN,TAS,21054,556
KRR,AER,4950,556
STW,EVN,8170,556
VCE,MOW,13589,554
MMK,LED,4882,551
LED,ARH,4128,550
VKO,LED,2525,547
DYU,KUF,17850,546
MOW,LON,7948,544
TIV,BEG,8704,540
MOW,NSK,23836,539
MIL,BCN,9215,538
VOG,LED,6424,538
KRR,MCX,6475,536
VVO,IKT,13204,535
MOW,ATH,7568,535
ROV,AYT,10454,533
IKT,VVO,15058,530
SVX,SIP,5633,529
LED,CGN,24352,528
SGC,LED,6630,526
AER,UFA,13455,524
LED,NBC,4358,522
OVB,AER,8686,516
KUF,TJM,5960,515
TJM,SVX,5222,512
MOW,BOJ,4536,510
NBC,LED,4386,507
MOW,DUS,7283,505
ARH,MOW,4028,503
PRG,ROM,7826,498
BKK,HKT,3383,497
AER,KJA,14124,495
KRR,CEK,7298,494
KUF,SIP,4711,494
MOW,SCW,4697,493
LED,OSS,13774,491
MIL,BER,9422,490
MOW,NMA,17568,488
IGT,MOW,5633,486
ROV,SIP,6073,485
MOW,BQS,34048,485
LED,BCN,10330,482
BUD,BER,10610,480
KHV,VVO,11994,480
AER,PEE,13781,478
MOW,SKX,3366,477
SVX,TJM,5457,475
PFO,MOW,39201,475
ALC,MOW,20231,474
TAS,SKD,23244,472
OSS,FRU,3167,471
LBD,UFA,15559,470
MOW,ALC,9089,468
MIL,BRU,9560,466
IBZ,LON,13468,465
IKT,SEL,23924,464
IST,ROM,11659,464
KRR,SGC,9883,462
PAR,MOW,15187,461
AER,OVB,17520,458
TJM,KZN,5572,457
LED,KIV,7468,455
LED,OVB,9314,453
PKC,MOW,44579,451
UFA,AER,5044,448
TGD,MOW,24243,444
MOW,UGC,17543,443
MOW,ARH,4307,443
AER,OMS,14759,442
KRR,TBS,9277,442
MOW,UUD,15330,439
REN,LED,5186,439
UFA,KZN,5593,439
MOW,BHK,19160,437
OMS,LED,7810,434
LED,GRV,8899,433
OMS,AER,8317,433
TJM,UFA,5154,432
MOW,HEL,6043,430
BOJ,MOW,10103,426
KZN,TJM,6090,426
AER,TJM,12152,424
MAD,MOW,14892,424
SVX,UFA,5639,424
KRR,TJM,7248,424
SCW,LED,5703,423
VCE,BER,12890,423
MOW,PKC,20449,423
MOW,GDX,22987,422
ROV,LBD,14592,422
SGC,KRR,7700,421
LED,FRU,12786,418
AAQ,LED,6056,418
LED,SCW,6142,416
KIV,LED,8661,414
UFA,TJM,4915,414
PKC,OVB,36536,412
PSA,LON,11418,411
AYT,LED,36584,410
KJA,AER,8560,409
MOW,ALA,17806,408
SVX,AAQ,6180,404
MOW,IJK,8181,404
EVN,AER,11815,402
MOW,FEG,19385,401
SOF,BTS,17884,401
ROV,SGC,9860,401
UFA,LBD,17717,399
IST,LED,20462,397
BCN,LED,18672,397
LED,GOJ,4744,396
SOF,MIL,8925,395
MOW,HMA,6144,394
PKC,VVO,67442,390
AAQ,SVX,7562,390
MOW,IGT,3103,380
LED,PAR,10954,378
MIL,DEB,27201,377
IJK,MOW,8302,377
MIL,BTS,21427,373
KUF,EVN,7530,372
MOW,TJU,13366,371
LON,BER,8301,370
BEG,TIV,8002,370
GRV,MOW,14243,369
LED,REN,5526,368
SVX,LBD,13734,368
MOW,SOF,9822,367
UFA,NUX,11530,365
OMS,SIP,8098,364
TAS,BHK,2239,364
MOW,AGP,14419,364
PMI,BCN,7257,363
BUD,LED,12672,362
MRV,AYT,10859,361
ROV,VOZ,7659,358
KRR,TAS,19432,358
AER,TBS,12177,356
SVX,FRU,17673,356
VOZ,LED,5436,356
LED,PSA,8662,356
SOF,MOW,13817,355
IKT,KJA,6270,354
CGN,SOF,20131,353
MOW,IEV,9324,353
OGZ,LED,9796,352
BRU,BUD,12017,350
FRU,OVB,9588,350
GOJ,KZN,4920,348
PAR,MIL,7490,344
MOW,UUS,23388,344
MOW,VCE,7023,344
MOW,SEL,35838,343
LED,OGZ,3966,343
OVB,IKT,8778,343
MOW,MAD,11284,341
ALA,MOW,17147,341
EVN,KUF,14207,340
MOW,HKG,33215,339
LED,SGC,7111,336
BCN,BER,12953,336
UFA,KRR,4401,336
VKO,AER,3065,336
BQS,MOW,18646,333
MOW,CAI,16206,333
NUX,UFA,8028,330
MIL,PRG,7355,330
LWN,MOW,8617,330
CEK,AYT,11814,328
BUD,TSE,21899,327
SIP,CEK,11876,327
RMI,MOW,12542,324
HEL,MOW,9424,324
DYU,SVX,14526,322
ROV,OVB,11227,321
MOW,BJS,22751,320
SGC,UFA,9276,318
CEK,SIP,5831,318
KZN,DLM,24371,318
BAX,LED,10270,315
SGC,FRU,9617,314
EVN,STW,12320,313
PRG,LON,8053,313
TJM,NJC,7766,312
LED,IST,14880,312
BAK,LED,11500,312
PAR,VCE,9423,312
MOW,LWN,5169,311
UFA,SGC,9491,310
MOW,TCI,27272,310
SVX,OSS,14821,309
KZN,UFA,6968,309
MOW,HRG,18600,308
KRR,OMS,9888,306
AER,TAS,26522,305
KJA,IKT,7096,301
SVX,KJA,9127,300
OVB,AYT,13626,300
MCX,ROV,9856,299
IEV,MOW,18919,299
UUS,MOW,22692,299
KJA,SVX,8537,298
LCA,ATH,9127,295
MIL,BUD,7204,295
AER,VKO,11246,295
BER,SKG,8169,293
SKD,TAS,1610,293
PSA,IBZ,10907,293
SVX,EVN,8347,293
PSA,PAR,11695,293
TJM,AER,5580,292
FRU,LED,14172,290
KEJ,SIP,10325,289
MOW,CUN,55063,288
HTA,MOW,13831,286
OSS,OVB,12203,286
TAS,LED,14604,284
MSQ,LED,7058,283
LED,AAQ,5416,282
MOW,GOI,33967,281
ROM,LON,9351,281
VIE,MOW,12445,281
LED,BAX,10492,280
MOW,SSH,38347,279
BER,BUD,6414,278
MOW,LIS,13013,277
UUS,KHV,11854,277
MOW,VIE,6161,276
MOW,CFU,7909,275
TJM,SIP,6889,275
GRV,ROV,17863,274
TJM,NUX,9933,273
IKT,BJS,9721,273
LED,RTW,5015,272
OVB,SEL,20247,272
MOW,PMI,12127,272
VAR,MOW,12867,272
LED,ALC,11451,272
VLC,MOW,16743,272
SGC,LBD,19468,272
GOJ,AER,5385,271
LED,RIX,10636,270
GYD,MOW,9256,270
BCN,MLA,11084,270
LON,BCN,6849,270
KJA,NSK,48495,269
SVX,BUS,7755,268
AER,GOJ,9774,268
VAR,SOF,5238,267
VCE,IBZ,10808,267
WAW,MOW,11736,266
OSS,LED,17569,266
LED,MSQ,6076,265
MUC,MOW,11174,265
KHV,LED,17902,264
GRV,LED,16624,263
BRU,HRG,16393,263
VVO,SEL,10758,262
MAD,BER,13723,262
NUX,TJM,7851,262
MOW,CAN,34337,262
LED,IKT,12725,261
MOW,RHO,7981,261
STW,LED,7733,260
NJC,TJM,7058,260
IKT,OVB,8306,258
TGD,BEG,17759,258
PFO,BUD,23146,257
SGC,OVB,5618,256
VCE,BUD,9797,256
TGD,BUD,15065,255
PEE,MRV,4552,254
MOW,AMS,12080,254
MOW,GYD,5964,253
SVX,LCA,9180,251
BCN,BRU,5570,250
KJA,OSS,16845,250
RIX,LED,11933,250
MOW,NYC,40957,249
SKD,MOW,14797,248
KZN,SVX,6095,248
GOJ,ROV,4179,248
MOW,NAL,10004,246
OVB,VVO,16530,246
BER,RIX,10484,244
KJA,HTA,11144,244
BKK,MOW,22848,243
MOW,HTA,14207,243
MOW,RIX,8027,243
LED,VVO,22038,243
LED,VOZ,4908,242
MOW,NOZ,10777,242
KRR,IST,20614,242
IKT,GDX,22982,241
VVO,BJS,10136,241
PSA,BRU,13403,241
DEB,MIL,17238,240
SOF,ATH,5778,240
UFA,TAS,20917,240
KJA,KRR,9202,240
RIX,MOW,9372,239
TAS,UGC,3479,238
MRV,PEE,6934,238
LED,VKO,3001,238
BUD,BRU,12968,238
DXB,GOI,8746,237
TBS,SVX,28507,237
KRR,NUX,10148,236
PMI,BER,21439,236
HER,ATH,7859,236
SKG,NAP,14652,235
CGN,LON,15396,234
KVD,MOW,11267,234
BOM,GOI,2737,233
AGP,MOW,21304,232
MOW,NCE,10738,232
ABA,OVB,6312,232
RTW,LED,5299,232
LED,OMS,8003,232
LED,TLV,21433,231
SIP,OVB,15345,230
LPK,MOW,3757,230
KRR,LBD,18126,230
KRR,KJA,10984,230
NAP,MIL,7468,229
UUD,LED,17381,229
IKT,LED,9823,228
NJC,OVB,5094,227
BRU,BCN,9239,227
OMS,KRR,8570,227
DXB,BOM,6099,227
BOJ,BTS,34202,227
TGD,ROM,16436,226
MRV,ROV,4009,226
MOW,KVD,10690,226
LED,LBD,15807,226
AMS,MOW,14851,224
BRU,SSH,29972,224
ALA,OVB,8718,224
KHV,UUS,15104,224
SKG,ATH,9448,224
SOF,PFO,21627,223
ROV,KUF,6190,223
AER,TLV,24433,222
SIP,OMS,13186,222
IST,MRV,25444,222
ROV,GRV,9598,222
BQS,VVO,23774,221
MRV,IST,26836,221
RHO,MOW,36933,221
AYT,KUF,38022,221
MOW,MUC,7584,220
BAK,KZN,13186,219
MOW,FRA,11323,218
NAL,MOW,7975,218
BUS,LED,15204,218
LCA,KRR,33636,218
TBS,AER,21601,217
TBS,KRR,24214,216
KRR,NJC,11681,216
MOW,BEG,10272,215
PMI,CGN,14827,215
OVB,EVN,12737,215
AER,SGC,15853,214
KRR,PEE,6707,214
AYT,KZN,32505,214
MOW,WAW,9429,214
CFU,MOW,26626,214
TSE,ALA,6131,214
AYT,SVX,41267,213
UFA,SVX,6553,212
KUF,TAS,18509,212
CSY,AER,4471,212
SGC,KUF,8375,212
HTA,IKT,12476,211
ROV,GOJ,5201,211
DEB,MOW,30667,211
PEE,KZN,6288,210
PRG,BRU,11086,209
BER,PMI,6879,208
MRV,TJM,7753,208
UUS,VVO,7679,208
UFA,NJC,11588,208
GDX,MOW,31283,208
ROV,MRV,4362,208
LED,MLA,17005,208
OVB,BQS,32042,206
MOW,LAX,50890,205
KUF,ROV,5060,205
MOW,KSQ,15158,205
MOW,LWO,11466,205
GRV,IST,14146,205
MOW,VLC,15231,205
KJA,LBD,15455,204
LED,STW,7185,204
KZN,KRR,4997,204
SIP,PEE,11915,204
GZP,MOW,41012,203
ULY,MOW,5197,203
PRG,BUD,10899,203
MOW,LPK,4252,202
KTW,MIL,15077,201
AER,SVO,11911,201
KHV,SVX,18644,200
ROV,KJA,11922,200
MOW,GZP,23483,199
BJV,MOW,26722,199
CAI,MOW,22192,199
OVB,NJC,5149,198
BCN,BUD,8943,198
VVO,BQS,27084,197
OVB,GDX,22870,197
LED,SLY,11870,196
ATH,LON,14786,196
IST,LON,18885,196
OVB,SIP,8844,194
MOW,TGD,12556,194
LON,PRG,7880,194
VLC,PMI,6806,193
VVO,LED,19467,193
RMI,LON,49311,192
BCN,VCE,6755,192
CEK,KZN,5807,190
BUS,SVX,17039,190
DUS,MOW,13674,190
IKT,HKG,36664,190
UFA,SIP,5751,190
PAR,LON,6950,190
DYU,LED,18840,190
ALA,LED,12007,190
AER,VOZ,12989,189
MOW,FKB,14614,189
CGN,MAD,14464,189
AYT,UFA,46403,189
HTA,LED,13215,189
IKT,CAN,21289,188
TJM,KRR,5575,188
PRG,IEV,14193,188
ABA,MOW,11931,188
MOW,PUJ,53535,188
KZN,GOJ,4042,188
VVO,PKC,14057,188
TJM,MRV,6014,188
MAD,LON,7154,187
TSE,MOW,23068,187
KRR,TOF,10770,186
LED,SKG,10040,186
BUD,PRG,12043,186
NOZ,MOW,11087,185
LED,NSK,28001,185
PAR,BCN,9907,185
KIV,VCE,10136,184
BAK,MRV,13321,184
MOW,TMJ,20859,184
MOW,MLA,13433,184
AER,MMK,15355,184
IST,VCE,19469,183
OVB,AAQ,9726,183
PEE,SIP,6139,183
ROV,UFA,7730,183
KJA,FRU,11454,182
KUF,KRR,4580,182
OVB,ROV,9946,182
IEV,BER,12697,181
MOW,DEL,17052,181
ALC,LED,22109,181
KZN,IST,23123,181
OVB,TBS,12267,180
SIP,KJA,15231,180
VIE,BER,9010,180
LED,BAK,6959,180
OVB,KZN,11873,180
GOJ,KUF,5285,180
KRR,AYT,13524,180
YKS,KHV,15147,180
GDX,OVB,16857,179
PRG,VCE,7873,179
BER,BCN,11937,179
SGC,ROV,8276,179
LED,DME,2385,179
LED,ALA,12851,179
PAR,LED,15475,179
FKB,MOW,17818,178
IBZ,BCN,10147,178
DLM,MOW,18213,178
FRU,SGC,18954,178
SVX,KHV,18567,177
IKT,HTA,13302,177
LED,EGO,5338,176
MOW,CIT,14545,176
HMA,MOW,5780,176
LED,GYD,7130,175
NBC,IJK,750,175
MOW,TSE,21384,175
IBZ,MOW,37559,175
KRR,VOG,6908,175
TJM,OVB,6919,174
ATH,BRU,15743,174
SIP,UFA,11756,174
NJC,TOF,8123,174
SVX,KZN,5742,173
MOW,DEB,27479,173
PEE,SGC,11292,173
IKT,TAS,24743,173
SOF,BRU,12859,172
KZN,DYU,21234,172
SGC,AER,7879,172
DUS,HRG,29308,172
LED,SVO,3741,172
MOW,SLY,9743,172
TCI,MOW,34051,171
ASF,LED,8807,170
BTS,LON,7694,170
LED,BQS,37690,170
KZN,KUF,4783,170
SVX,TOF,7599,170
MOW,AZN,18752,170
NJC,UFA,9187,170
SGC,TJM,7246,169
LCA,SVX,32026,168
BLQ,BTS,32443,168
KEJ,AER,10713,168
GOJ,SIP,6805,168
EGO,LED,5087,168
TIV,LON,22969,168
NBC,AER,5348,168
KJA,DYU,17460,168
PAR,BER,10410,167
OVB,ALA,7936,167
MOW,SHA,31671,167
BCN,PMI,6179,167
SIP,MMK,13841,167
SKG,BUD,11080,167
LED,KHV,16189,166
ROV,KZN,7288,166
TIV,CGN,46702,165
CSY,LED,4760,165
PAR,BUD,13022,164
KRR,KIV,8838,164
LBD,ROV,14020,164
KRR,TLV,18859,164
GYD,LED,11517,163
ATH,KTW,22941,163
LED,FRA,14256,163
VOZ,SIP,6038,162
MOW,PES,5560,162
SVX,SGC,9028,162
LED,TIV,11408,162
NUX,LED,6956,162
TLS,LON,7216,162
GOJ,EVN,8181,162
SOF,PSA,10311,161
VLC,LON,8336,160
AER,VOG,13616,160
GOJ,NBC,4629,160
KVX,MOW,6007,160
ROM,SOF,6622,160
MOW,ETH,21223,158
OVB,UFA,10276,158
NCE,MOW,16176,158
SVX,IKT,11910,158
AAQ,OVB,11793,158
KRR,IKT,12509,158
IST,KZN,27428,157
YKS,EVN,30473,157
KUF,SGC,10004,156
FRU,ALA,7676,156
KHV,OVB,16633,156
KRR,VKO,4800,156
NUX,KZN,8415,156
AER,DME,9859,156
SVX,DXB,20917,155
IKT,OMS,10933,155
MOW,MIA,43734,155
DXB,SVX,21622,155
TBS,MSQ,25068,155
MRV,NUX,11058,154
VOZ,TAS,19663,154
MOW,ABA,12007,154
MRV,OVB,10753,154
ROV,MCX,7625,154
DEL,GOI,6350,154
KJA,UUD,14138,153
TAS,FEG,15455,153
LED,ASF,6405,153
MOW,ULY,4723,153
PFO,SKG,21673,152
SVX,TAS,16618,152
OVB,MRV,8412,152
BCN,LIS,7411,151
LED,VCE,14482,151
STO,HEL,8280,151
KZN,SKD,16304,151
MCX,IST,19257,151
MRV,TAS,22368,151
MRV,AER,6085,151
OSS,KUF,19741,151
KZN,SGC,7737,150
TJM,SGC,8275,150
VOZ,AER,5918,150
OVB,KUF,9795,150
ROV,NBC,6682,149
BOJ,MIL,19164,148
MRV,SGC,10180,148
LED,CSY,4689,148
CEK,KRR,6256,148
OVB,DYU,16095,147
LED,SKD,18668,147
IEV,TBS,14711,147
KHV,KRR,18681,146
UFA,OVB,10081,146
BOJ,TLV,23527,146
OVB,ABA,6312,146
MIL,ALC,11843,146
OMS,OVB,4855,146
SIP,DME,7126,146
PFO,TLV,60275,145
PSA,LED,16294,145
LED,AMS,13319,145
OVB,KHV,16334,145
MOW,STO,11086,144
VOZ,ROV,6280,144
VKO,KZN,4333,144
BUD,TGD,18025,144
ROM,MLA,5529,144
MRV,SIP,7667,144
PMO,MOW,20635,144
SVO,LED,3806,143
PKC,KHV,54143,143
HTA,KJA,13659,143
KUF,OVB,11757,143
BER,VIE,6846,142
ABA,NUX,15150,142
PEE,EVN,9616,142
LBD,KUF,15821,142
LED,NUX,7617,142
BAX,SIP,10234,142
CEK,KUF,7471,142
MRV,KUF,6197,142
HER,BUD,26448,142
LED,HEL,9727,142
VVO,OVB,15212,141
CFU,BTS,74661,141
BCN,CGN,12964,140
VKO,KGD,4393,140
KRR,GOJ,6326,140
MOW,AMM,24985,140
KUF,DYU,20922,140
MRS,LON,8970,140
AER,NBC,12730,140
EVN,GOJ,14967,140
STO,WAW,8044,140
OVB,TAS,15754,139
PRG,KZN,13047,139
IST,KRR,26939,139
BCN,ALC,9965,139
WAW,LON,6927,139
LED,IWA,4191,139
ROV,MMK,9502,138
PFO,BTS,86170,138
ROV,CEK,8262,138
RIX,KGD,9500,138
DME,LED,2419,138
OVB,SGC,5618,138
KRR,DXB,20295,138
IST,VKO,25560,137
MRV,MCX,6433,137
VVO,UUS,7918,136
ASB,MOW,24975,136
MOW,ASB,18811,136
KRR,KHV,20802,136
SIP,BAX,15370,136
FKB,WAW,41206,135
PMI,MOW,25616,135
PMI,MAD,8786,135
MOW,NOJ,11353,135
